Escherichia coli 55989 chromosome, complete genome - 1..5154862
4755 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
339182..340609	+	475	218693766	ykgF	EC55989_0309	-	COG1139C	oxidoreductase subunit with NAD(P)-binding domain and ferridoxin-like domain
340602..341297	+	231	218693767	ykgG	EC55989_0310	-	COG1556S	hypothetical protein
341371..341568	-	65	218693768	-	EC55989_0311	-	-	hypothetical protein
341543..342208	-	221	218693769	ykgH	EC55989_0312	-	-	inner membrane protein
342421..344091	-	556	218693770	betA	EC55989_0313	-	COG2303E	choline dehydrogenase
344105..345577	-	490	218693771	betB	EC55989_0314	-	COG1012C	betaine aldehyde dehydrogenase
345591..346178	-	195	218693772	betI	EC55989_0315	-	COG1309K	transcriptional regulator BetI
346307..348340	+	677	218693773	betT	EC55989_0316	-	COG1292M	choline transport protein BetT
348847..352896	+	1349	218693774	-	EC55989_0317	-	COG3468MU	AidA-I adhesin-like protein
353038..354126	+	362	218693775	yahA	EC55989_0318	-	COG2200T	cyclic di-GMP phosphodiesterase
354168..355100	-	310	218693776	yahB	EC55989_0319	-	COG0583K	DNA-binding transcriptional regulator
355192..355689	-	165	218693777	yahC	EC55989_0320	-	-	inner membrane protein
355947..356552	+	201	218693778	yahD	EC55989_0321	-	COG0666R	protein with ankyrin domain
356592..357455	+	287	218693779	yahE	EC55989_0322	-	-	hypothetical protein
357445..358992	+	515	218693780	yahF	EC55989_0323	-	COG0074C	enzyme with acyl-CoA domain
358992..360410	+	472	218693781	yahG	EC55989_0324	-	-	hypothetical protein
360553..361503	+	316	218693782	yahI	EC55989_0325	-	COG0549E	carbamate kinase
361513..362895	+	460	218693783	yahJ	EC55989_0326	-	COG0402FR	deaminase
363164..363604	+	146	218693784	-	EC55989_0327	-	COG4405S	hypothetical protein
363855..364841	+	328	218693785	-	EC55989_0328	-	COG1879G	periplasmic binding protein, substrate ribose (sugar-binding protein), ABC-type transport system
364875..366374	+	499	218693786	-	EC55989_0329	-	COG1129G	ATP-binding component of ABC sugar transport system
366367..367338	+	323	218693787	-	EC55989_0330	-	COG1172G	permease component of sugar ABC transport system
367305..368291	+	328	218693788	-	EC55989_0331	-	COG1172G	permease component of sugar ABC transport system
368378..369427	+	349	218693789	yahK	EC55989_0332	-	COG1064R	oxidoreductase, Zn-dependent and NAD(P)-binding
369670..370485	+	271	218693790	yahL	EC55989_0333	-	-	hypothetical protein
370897..371142	+	81	218693791	yahM	EC55989_0334	-	-	hypothetical protein
371159..371830	-	223	218693792	yahN	EC55989_0335	-	COG1280E	neutral amino-acid efflux system
371977..372252	+	91	218693793	yahO	EC55989_0336	-	-	hypothetical protein
372353..373939	-	528	218693794	prpR	EC55989_0337	-	COG3829KT	DNA-binding transcriptional activator
374177..375067	+	296	218693795	prpB	EC55989_0338	-	COG2513G	2-methylisocitrate lyase
375112..376281	+	389	218693796	prpC	EC55989_0339	-	COG0372C	methylcitrate synthase
376315..377766	+	483	218693797	prpD	EC55989_0340	-	COG2079R	2-methylcitrate dehydratase
377806..379692	+	628	218693798	prpE	EC55989_0341	-	COG0365I	propionyl-CoA synthetase
380155..381135	+	326	218693799	-	EC55989_0342	-	COG3547L	transposase, IS110 family
381397..382656	+	419	218693800	codB	EC55989_0343	-	COG1457F	cytosine permease
382646..383929	+	427	218693801	codA	EC55989_0344	-	COG0402FR	cytosine deaminase
383969..384868	-	299	218693802	cynR	EC55989_0345	-	COG0583K	DNA-binding transcriptional regulator CynR
384978..385637	+	219	218693803	cynT	EC55989_0346	-	COG0288P	carbonic anhydrase
385668..386138	+	156	218693804	cynS	EC55989_0347	-	COG1513P	cyanate hydratase
386171..387325	+	384	218693805	cynX	EC55989_0348	-	COG2807P	cyanate transporter
387428..388039	-	203	218693806	lacA	EC55989_0349	-	COG0110R	galactoside O-acetyltransferase
388105..389358	-	417	218693807	lacY	EC55989_0350	-	COG2223P	galactoside permease
389410..392484	-	1024	218693808	lacZ	EC55989_0351	-	COG3250G	beta-D-galactosidase
392607..393689	-	360	218693809	lacI	EC55989_0352	-	COG1609K	lac repressor
393766..394713	-	315	218693810	mhpR	EC55989_0353	-	COG1414K	DNA-binding transcriptional activator MhpR
394790..396454	+	554	218693811	mhpA	EC55989_0354	-	COG0654HC	3-(3-hydroxyphenyl)propionate hydroxylase
396456..397400	+	314	218693812	mhpB	EC55989_0355	-	COG1355R	3-(2,3-dihydroxyphenyl)propionate dioxygenase
397403..398284	+	293	218693813	mhpC	EC55989_0356	-	COG0596R	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase
398294..399103	+	269	218693814	mhpD	EC55989_0357	-	COG3971Q	2-keto-4-pentenoate hydratase
399100..400050	+	316	218693815	mhpF	EC55989_0358	-	COG4569Q	acetaldehyde dehydrogenase
400047..401060	+	337	218693816	mhpE	EC55989_0359	-	COG0119E	4-hydroxy-2-ketovalerate aldolase
401236..402447	+	403	218693817	mhpT	EC55989_0360	-	COG2814G	3-hydroxyphenylpropionic transporter MhpT
402549..403088	+	179	218693818	yaiL	EC55989_0361	-	COG3122S	nucleoprotein/polynucleotide-associated enzyme
403338..404318	+	326	218693819	-	EC55989_0363	-	COG3547L	transposase, IS110 family
404593..405426	-	277	218693820	frmB	EC55989_0364	-	COG0627R	S-formylglutathione hydrolase
405519..406628	-	369	218693821	frmA	EC55989_0365	-	COG1062C	alcohol dehydrogenase
406663..406938	-	91	218693822	frmR	EC55989_0366	-	COG1937S	regulator protein FrmR
407124..407897	-	257	218693823	yaiO	EC55989_0368	-	-	hypothetical protein
407899..408609	-	236	218693824	yaiX	EC55989_0369	-	COG1208MJ	transferase
408458..409654	-	398	218693825	yaiP	EC55989_0370	-	COG1215M	membrane-associated glycosyltransferase
409664..410335	-	223	218693826	yaiS	EC55989_0371	-	COG2120S	hypothetical protein
410951..411913	+	320	218693827	tauA	EC55989_0372	-	COG4521P	taurine transporter substrate binding subunit
411926..412693	+	255	218693828	tauB	EC55989_0373	-	COG4525P	taurine transporter ATP-binding subunit
412690..413517	+	275	218693829	tauC	EC55989_0374	-	COG0600P	taurine transporter subunit
413514..414365	+	283	218693830	tauD	EC55989_0375	-	COG2175Q	taurine dioxygenase
414471..415445	-	324	218693831	hemB	EC55989_0376	-	COG0113H	delta-aminolevulinic acid dehydratase
415969..418857	+	962	218693832	-	EC55989_0378	-	COG3468MU	flagellin structural protein; protein
418900..419568	+	222	218693833	yaiV	EC55989_0379	-	COG0664T	DNA-binding transcriptional regulator
419569..420726	-	385	218693834	ampH	EC55989_0380	-	COG1680V	beta-lactam binding protein AmpH
420864..421058	+	64	218693835	-	EC55989_0381	-	-	hypothetical protein
421078..422298	+	406	218693836	sbmA	EC55989_0382	-	COG1133I	transporter
422311..423405	+	364	218693837	yaiW	EC55989_0383	-	-	lipoprotein
423464..423772	-	102	218693838	yaiY	EC55989_0384	-	-	inner membrane protein
423900..424244	+	114	218693839	yaiZ	EC55989_0385	-	-	hypothetical protein
424268..425362	-	364	218693840	ddl	EC55989_0386	-	COG1181M	D-alanyl-alanine synthetase A
425440..425643	+	67	218693841	-	EC55989_0387	-	-	hypothetical protein
425825..426085	+	86	218693842	yaiB	EC55989_0388	-	-	hypothetical protein
426499..427002	-	167	218693843	insB	EC55989_0390	-	COG1662L	IS1 transposase InsAB'
426921..427196	-	91	218693844	insA	EC55989_0391	-	COG3677L	IS1 repressor protein InsA
428497..428817	+	106	218693845	psiF	EC55989_0393	-	-	hypothetical protein
428919..430034	+	371	218693846	adrA	EC55989_0394	-	COG2199T	diguanylate cyclase AdrA
430051..430860	-	269	218693847	proC	EC55989_0395	-	COG0345E	pyrroline-5-carboxylate reductase
430980..431438	+	152	218693848	yaiI	EC55989_0396	-	COG1671S	hypothetical protein
431621..432145	+	174	218693849	aroL	EC55989_0397	-	COG0703E	shikimate kinase
432195..432386	+	63	218693850	yaiA	EC55989_0398	-	-	hypothetical protein
432644..433321	+	225	218693851	aroM	EC55989_0399	-	-	hypothetical protein
433393..433677	+	94	218693852	yaiE	EC55989_0400	-	COG3123S	hypothetical protein
433938..434300	+	120	218693853	-	EC55989_0401	-	-	hypothetical protein
434378..435289	-	303	218693854	rdgC	EC55989_0402	-	COG2974L	recombination associated protein
435414..436322	+	302	218693855	mak	EC55989_0403	-	COG1940KG	fructokinase
436465..437649	-	394	218693856	araJ	EC55989_0404	-	COG2814G	MFS transport protein AraJ
437775..440918	-	1047	218693857	sbcC	EC55989_0405	-	COG0419L	exonuclease SbcC
440915..442117	-	400	218693858	sbcD	EC55989_0406	-	COG0420L	exonuclease SbcD
442307..442996	+	229	218693859	phoB	EC55989_0407	-	COG0745TK	transcriptional regulator PhoB
443054..444349	+	431	218693860	phoR	EC55989_0408	-	COG5002T	phosphate regulon sensor protein
444360..444470	-	36	218693861	-	EC55989_0409	-	-	hypothetical protein
444756..446075	+	439	218693862	brnQ	EC55989_0410	-	COG1114E	branched chain amino acid transporter (LIV-II)
446151..447524	+	457	218693863	proY	EC55989_0411	-	COG1113E	proline-specific permease
447680..449497	+	605	218693864	malZ	EC55989_0412	-	COG0366G	maltodextrin glucosidase
449502..450083	-	193	218693865	acpH	EC55989_0413	-	COG3124S	ACP phosphodieterase
450176..451246	+	356	218693866	queA	EC55989_0414	-	COG0809J	S-adenosylmethionine--tRNA ribosyltransferase-isomerase
451302..452429	+	375	218693867	tgt	EC55989_0415	-	COG0343J	queuine tRNA-ribosyltransferase
452452..452784	+	110	218693868	yajC	EC55989_0416	-	COG1862U	preprotein translocase subunit YajC
452812..454659	+	615	218693869	secD	EC55989_0417	-	COG0342U	preprotein translocase subunit SecD
454670..455641	+	323	218693870	secF	EC55989_0418	-	COG0341U	preprotein translocase subunit SecF
455770..456117	+	115	218693871	yajD	EC55989_0419	-	-	hypothetical protein
456294..457178	-	294	218693872	tsx	EC55989_0420	-	COG3248M	nucleoside channel phage T6/colicin K receptor
458167..458616	+	149	218693873	nrdR	EC55989_0423	-	COG1327K	transcriptional regulator NrdR
458620..459723	+	367	218693874	ribD	EC55989_0424	-	COG0117H	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
459812..460282	+	156	218693875	ribH	EC55989_0425	-	COG0054H	6,7-dimethyl-8-ribityllumazine synthase
460302..460721	+	139	218693876	nusB	EC55989_0426	-	COG0781K	transcription antitermination protein NusB
460799..461776	+	325	218693877	thiL	EC55989_0427	-	COG0611H	thiamine monophosphate kinase
461754..462272	+	172	218693878	pgpA	EC55989_0428	-	COG1267I	phosphatidylglycerophosphatase A
462326..463300	-	324	218693879	yajO	EC55989_0429	-	COG0667C	aldoketo-oxidoreductase
463355..465217	-	620	218693880	dxs	EC55989_0430	-	COG1154HI	1-deoxy-D-xylulose-5-phosphate synthase
465242..466141	-	299	218693881	ispA	EC55989_0431	-	COG0142H	geranyltranstransferase
466141..466383	-	80	218693882	xseB	EC55989_0432	-	COG1722L	exodeoxyribonuclease VII small subunit
466589..468037	+	482	218693883	thiI	EC55989_0434	-	COG0301H	thiamine biosynthesis protein ThiI
468091..468681	-	196	218693884	yajL	EC55989_0435	-	COG0693R	DJ-1 family protein
468644..469555	-	303	218693885	panE	EC55989_0436	-	COG1893H	2-dehydropantoate 2-reductase
469723..470214	+	163	218693886	yajQ	EC55989_0437	-	COG1666S	nucleotide-binding protein
470342..471706	-	454	218693887	yajR	EC55989_0438	-	COG2814G	major facilitator family transporter
472054..473049	+	331	218693888	-	EC55989_0439	-	COG0790R	zinc-dependent hydrolase
473105..473647	-	180	218693889	-	EC55989_0440	-	COG0456R	acetyltransferase
473631..474008	-	125	218693890	-	EC55989_0441	-	COG4453S	hypothetical protein
474127..475017	-	296	218693891	cyoE	EC55989_0442	-	COG0109O	protoheme IX farnesyltransferase
475029..475358	-	109	218693892	cyoD	EC55989_0443	-	COG3125C	cytochrome o ubiquinol oxidase subunit IV
475358..475972	-	204	218693893	cyoC	EC55989_0444	-	COG1845C	cytochrome o ubiquinol oxidase subunit III
475962..477953	-	663	218693894	cyoB	EC55989_0445	-	COG0843C	cytochrome o ubiquinol oxidase subunit I
477975..478922	-	315	218693895	cyoA	EC55989_0446	-	COG1622C	cytochrome o ubiquinol oxidase subunit II
479382..480857	-	491	218693896	ampG	EC55989_0447	-	COG2211G	muropeptide transporter
480901..481479	-	192	218693897	yajG	EC55989_0448	-	COG3056M	hypothetical protein
481784..482101	+	105	218693898	bolA	EC55989_0449	-	COG0271T	transcriptional regulator BolA
482445..483743	+	432	218693899	tig	EC55989_0450	-	COG0544O	trigger factor
483989..484612	+	207	218693900	clpP	EC55989_0451	-	COG0740OU	ATP-dependent Clp protease proteolytic subunit
484738..486012	+	424	218693901	clpX	EC55989_0452	-	COG1219O	ATP-dependent protease ATP-binding subunit ClpX
486200..488554	+	784	218693902	lon	EC55989_0453	-	COG0466O	DNA-binding ATP-dependent protease La
488763..489035	+	90	218693903	hupB	EC55989_0454	-	COG0776L	transcriptional regulator HU subunit beta
489227..491098	+	623	218693904	ppiD	EC55989_0455	-	COG0760O	peptidyl-prolyl cis-trans isomerase
491249..491620	+	123	218693905	ybaV	EC55989_0456	-	COG1555L	hypothetical protein
491714..492112	+	132	218693906	ybaW	EC55989_0457	-	COG0824R	hypothetical protein
492164..492859	-	231	218693907	queC	EC55989_0458	-	COG0603R	queuosine biosynthesis protein QueC
492924..494624	-	566	218693908	ybaE	EC55989_0459	-	COG4533R	hypothetical protein
494724..495542	+	272	218693909	cof	EC55989_0460	-	COG0561R	thiamin pyrimidine pyrophosphate hydrolase
495467..496153	+	228	218693910	ybaO	EC55989_0461	-	COG1522K	DNA-binding transcriptional regulator (Lrp-like)
496183..497955	+	590	218693911	mdlA	EC55989_0462	-	COG1132V	multidrug transporter membrane\ATP-binding components
497948..499729	+	593	218693912	mdlB	EC55989_0463	-	COG1132V	multidrug transporter membrane\ATP-binding components
499910..500248	+	112	218693913	glnK	EC55989_0464	-	COG0347E	nitrogen regulatory protein P-II 2
500278..501564	+	428	218693914	amtB	EC55989_0465	-	COG0004P	ammonium transporter
501613..502473	-	286	218693915	tesB	EC55989_0466	-	COG1946I	acyl-CoA thioesterase
502691..503263	+	190	218693916	ybaY	EC55989_0467	-	COG3126S	lipoprotein
503294..503683	-	129	218693917	ybaZ	EC55989_0468	-	COG3695L	methylated DNA-protein cysteine alkyltransferase
503984..504337	+	117	218693918	ybaA	EC55989_0469	-	COG5507S	hypothetical protein
504379..505929	-	516	218693919	ylaB	EC55989_0470	-	COG4943T	inner membrane protein
506093..506563	-	156	218693920	ylaC	EC55989_0471	-	-	inner membrane protein
506679..507230	-	183	218693921	maa	EC55989_0472	-	COG0110R	maltose O-acetyltransferase
507401..507865	-	154	218693922	hha	EC55989_0473	-	-	modulator of gene expression, with H-NS
507645..508019	-	124	218693923	ybaJ	EC55989_0474	-	-	hypothetical protein
508565..511714	-	1049	218693924	acrB	EC55989_0475	-	COG0841V	multidrug efflux system protein
511737..512930	-	397	218693925	acrA	EC55989_0476	-	COG0845M	multidrug efflux system
513072..513719	+	215	218693926	acrR	EC55989_0477	-	COG1309K	DNA-binding transcriptional repressor AcrR
513847..517209	+	1120	218693927	kefA	EC55989_0478	-	COG3264M	potassium efflux protein KefA
517421..517582	-	53	218693928	ybaM	EC55989_0479	-	-	hypothetical protein
517596..518123	-	175	218693929	priC	EC55989_0480	-	COG3923L	primosomal replication protein N''
518193..518570	+	125	218693930	ybaN	EC55989_0481	-	COG2832S	hypothetical protein
518723..519274	+	183	218693931	apt	EC55989_0482	-	COG0503F	adenine phosphoribosyltransferase
519403..521334	+	643	218693932	dnaX	EC55989_0483	-	COG2812L	DNA polymerase III subunits gamma and tau
521387..521716	+	109	218693933	ybaB	EC55989_0484	-	COG0718S	hypothetical protein
521716..522321	+	201	218693934	recR	EC55989_0485	-	COG0353L	recombination protein RecR
522431..524305	+	624	218693935	htpG	EC55989_0486	-	COG0326O	heat shock protein 90
524486..525130	+	214	218693936	adk	EC55989_0487	-	COG0563F	adenylate kinase
525366..526328	+	320	218693937	hemH	EC55989_0488	-	COG0276H	ferrochelatase
526325..527284	-	319	218693938	aes	EC55989_0489	-	COG0657I	acetyl esterase
527436..528740	+	434	218693939	gsk	EC55989_0490	-	COG0524G	inosine/guanosine kinase
528873..530549	-	558	218693940	ybaL	EC55989_0491	-	COG4651P	cation:proton antiport protein
530787..532007	-	406	218693941	fsr	EC55989_0492	-	COG2223P	fosmidomycin efflux system, member of the major facilitator superfamily
532225..533877	+	550	218693942	ushA	EC55989_0493	-	COG0737F	bifunctional UDP-sugar hydrolase/5'-nucleotidase periplasmic
533914..534393	-	159	218693943	ybaK	EC55989_0494	-	COG2606S	hypothetical protein
534597..535391	-	264	218693944	ybaP	EC55989_0495	-	COG3735S	hypothetical protein
535529..535870	+	113	218693945	ybaQ	EC55989_0496	-	COG3093R	DNA-binding transcriptional regulator
535984..538488	-	834	218693946	copA	EC55989_0497	-	COG2217P	copper exporting ATPase
538750..539682	+	310	218693947	ybaS	EC55989_0498	-	COG2066E	glutaminase
539685..540977	+	430	218693948	ybaT	EC55989_0499	-	COG1113E	nitrogen-containing metabolite transporter
541102..541509	+	135	218693949	cueR	EC55989_0500	-	COG0789K	DNA-binding transcriptional regulator CueR
541510..541965	-	151	218693950	ybbJ	EC55989_0501	-	COG1585OU	inner membrane protein
541965..542882	-	305	218693951	ybbK	EC55989_0502	-	COG0330O	protease, membrane anchored
543028..543705	+	225	218693952	ybbL	EC55989_0503	-	COG4619R	ABC transporter ATP-binding protein
543692..544471	+	259	218693953	ybbM	EC55989_0504	-	COG0390R	permease of an ABC transporter
544534..545388	-	284	218693954	ybbN	EC55989_0505	-	COG3118O	thioredoxin domain-containing protein
545449..546258	-	269	218693955	ybbO	EC55989_0506	-	COG0300R	short chain dehydrogenase
546248..546874	-	208	218693956	tesA	EC55989_0507	-	COG2755E	multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1
546842..547528	+	228	218693957	ybbA	EC55989_0508	-	COG4181Q	ABC transporter ATP-binding protein
547525..549939	+	804	218693958	ybbP	EC55989_0509	-	COG3127Q	ABC transporter permease
550369..554637	+	1422	218693959	rhsD	EC55989_0510	-	COG3209M	rhsD element protein
554671..554946	+	91	218693960	insA	EC55989_0511	-	COG3677L	IS1 repressor protein InsA
554865..555368	+	167	218693961	insB	EC55989_0512	-	COG1662L	IS1 transposase InsAB'
555475..555843	+	122	218693962	ybbC	EC55989_0513	-	-	hypothetical protein
555843..556553	+	236	218693963	ylbH	EC55989_0514	-	COG3209M	rhs-like
556534..557025	+	163	218693964	-	EC55989_0515	-	-	hypothetical protein
557310..557525	-	71	218693965	-	EC55989_0516	-	-	hypothetical protein
557512..557946	-	144	218693966	-	EC55989_0517	-	-	regulator with homeodomain-like DNA binding domain
558026..559120	-	364	218693967	ybbB	EC55989_0518	-	COG2603R	tRNA 2-selenouridine synthase
559189..560115	-	308	218693968	ybbS	EC55989_0519	-	COG0583K	DNA-binding transcriptional activator AllS
560345..560827	+	160	218693969	allA	EC55989_0520	-	COG3194F	ureidoglycolate hydrolase
560905..561720	+	271	218693970	allR	EC55989_0521	-	COG1414K	DNA-binding transcriptional repressor AllR
561810..563591	+	593	218693971	gcl	EC55989_0522	-	COG3960R	glyoxylate carboligase
563604..564380	+	258	218693972	hyi	EC55989_0523	-	COG3622G	hydroxypyruvate isomerase
564480..565358	+	292	218693973	glxR	EC55989_0524	-	COG2084I	tartronate semialdehyde reductase, NADH-dependent
565527..566981	+	484	218693974	ybbW	EC55989_0525	-	COG1953FH	allantoin permease
567041..568402	+	453	218693975	allB	EC55989_0526	-	COG0044F	allantoinase
568459..569760	+	433	218693976	ybbY	EC55989_0527	-	COG2233F	purine permease YbbY
569782..570927	+	381	218693977	glxK	EC55989_0528	-	COG1929G	glycerate kinase
571056..571841	-	261	218693978	ylbA	EC55989_0529	-	COG3257R	hypothetical protein
571852..573087	-	411	218693979	allC	EC55989_0530	-	COG0624E	allantoate amidohydrolase
